symbol,entrez,uniprot_accession
ITM2C,81618,Q9NQX7
TSPAN14,81619,Q8NG11
KAZALD1,81621,Q96I82
UNC93B1,81622,Q9H1C4
AMN,81693,Q9BXJ7
DOCK8,81704,Q8NF50
PPP1R14C,81706,Q8TAE6
TRIM7,81786,Q9C029
NUAK2,81788,Q9H093
ADAMTS12,81792,P58397
TLR10,81793,Q9BXR5
ADAMTS10,81794,Q9H324
NETO2,81831,Q8NC67
NETO1,81832,Q8TDF5
VANGL1,81839,Q8TAA9
SPRY4,81848,Q9C004
ST6GALNAC5,81849,Q9BVH7
SFXN3,81855,Q9BWM7
HYI,81888,Q5T013
ZNF93,81931,P35789
TCF7L1,83439,Q9HCS4
SH3BGRL3,83442,Q9H299
APH1B,83464,Q8WW43
GLT8D2,83468,Q9H1C3
KATNAL2,83473,Q8IYT4
ARHGAP24,83478,Q8N264
EPPK1,83481,P58107
AIF1L,83543,Q9BQI0
AKR1E2,83592,Q96JD6
RASSF5,83593,Q8WWW0
NUDT12,83594,Q9BQG2
SOX7,83595,Q9BT81
TMEM47,83604,Q9BQJ4
FAM107B,83641,Q9H098
CCDC3,83643,Q9BQI4
FAM167A,83648,Q96KS9
TLN2,83660,Q9Y4G6
MS4A8,83661,Q9BY19
PARP9,83666,Q8IXQ6
CRISPLD1,83690,Q9H336
CD99L2,83692,Q8TCZ2
RPS6KL1,83694,Q9Y6S9
SH3BGRL2,83699,Q9UJC5
JAM3,83700,Q9BX67
FERMT3,83706,Q86UX7
ESPN,83715,B1AK53
CRISPLD2,83716,Q9H0B8
YPEL3,83719,P61236
TLCD3B,83723,Q71RH2
INHBE,83729,P58166
MARVELD1,83742,Q9BSK0
TMTC1,83857,Q8IUR5
HMCN1,83872,Q96RW7
CDCA7,83879,Q9BWT1
RASSF4,83937,Q9H2L5
LRMDA,83938,Q9H2I8
SLC4A11,83959,Q8NBS3
IFI27L2,83982,Q9H2X8
CCDC8,83987,Q9H0W5
NCALD,83988,P61601
CTTNBP2,83992,Q8WZ74
REG4,83998,Q9BYZ8
KREMEN1,83999,Q96MU8
TMPRSS13,84000,Q9BYE2
B3GNT5,84002,Q9BYG0
EMILIN2,84034,Q9BXX0
KATNAL1,84056,Q9BW62
ADGRV1,84059,Q8WXG9
HORMAD1,84072,Q86X24
USP44,84101,Q9H0E7
SLC41A2,84102,Q96JW4
EVA1A,84141,Q9H8M9
PPP1R1B,84152,Q9UD71
ARID5B,84159,Q14865
NLRC5,84166,Q86WI3
ANTXR1,84168,Q9H6X2
LOXL4,84171,Q96JB6
SLITRK6,84189,Q9H5Y7
MEX3B,84206,Q6ZN04
SPATC1L,84221,Q9H0A9
LRRC8C,84230,Q8TDW0
RTL6,84247,Q6ICC9
SGIP1,84251,Q9BQI5
SLC37A3,84255,Q8NCC5
QNG1,84267,Q5T6V5
C2orf88,84281,Q9BSF0
RNF135,84282,Q8IUD6
PRXL2A,84293,Q9BRX8
PGAP4,84302,Q9BRR3
HVCN1,84329,Q96D96
TMEM101,84336,Q96IK0
PRAC1,84366,Q96KF2
CYSTM1,84418,Q9H1C7
C15orf48,84419,Q9C002
CARD11,84433,Q9BXL7
ZNF528,84436,Q3MIS6
RAB11FIP4,84440,Q86YS3
MAML2,84441,Q8IZL2
BRSK1,84446,Q8TDC3
ABLIM2,84448,Q6H8Q1
ZNF512,84450,Q96ME7
MAP3K21,84451,Q5TCX8
PHYHIPL,84457,Q96FC7
ZMAT1,84460,Q5H9K5
SPIRE2,84501,Q8WWL2
CNFN,84518,Q9BYD5
HOPX,84525,Q9BPY8
ZNF559,84527,Q9BR84
ACSS1,84532,Q9NUB1
KBTBD8,84541,Q8NFY9
FAXC,84553,Q5TGI0
MAP1LC3A,84557,Q9H492
SLC12A8,84561,A0AV02
TUBB6,84617,Q9BUF5
AFAP1L2,84632,Q8N4X5
DGAT2,84649,Q96PD7
GLIS2,84662,Q9BZE0
HYCC1,84668,Q9BYI3
ZNF347,84671,Q96SE7
CARD6,84674,Q9BX69
TRIM55,84675,Q9BYV6
SLC9A7,84679,Q96T83
ACCS,84680,Q96QU6
LOXL3,84695,P58215
GPT2,84706,Q8TD30
BEX2,84707,Q9BXY8
LNX1,84708,Q8TBB1
CBX2,84733,Q14781
FAM167B,84734,Q9BTA0
B3GNT9,84752,Q6UX72
ZNF577,84765,Q9BSK1
CRACR2A,84766,Q9BSW2
PYROXD2,84795,Q8N2H3
GPAT3,84803,Q53EU6
IL17RC,84818,Q8NAC3
FCRLA,84824,Q7L513
ADTRP,84830,Q96IZ2
HPDL,84842,Q96IR7
ZNF503,84858,Q96F45
TMEM25,84866,Q86YD3
PARP10,84875,Q53GL7
MFSD2A,84879,Q8NA29
AIFM2,84883,Q9BRQ8
C1orf198,84886,Q9H425
LINGO1,84894,Q96FE5
PLXDC2,84898,Q6UX71
AOPEP,84909,Q8N6M6
ZNF382,84911,Q96SR6
ATOH8,84913,Q96SQ7
FAM222A,84915,Q5U5X8
LRP11,84918,Q86VZ4
FIBCD1,84929,Q8N539
CORO6,84940,Q6QEF8
HSH2D,84941,Q96JZ2
TNS4,84951,Q8IZW8
CGNL1,84952,Q0VF96
SYTL1,84958,Q8IYJ3
UBASH3B,84959,Q8TF42
AJUBA,84962,Q96IF1
TOX2,84969,Q96NM4
FRMD5,84978,Q7Z6J6
FAM83A,84985,Q86UY5
RERG,85004,Q96A58
TCEAL3,85012,Q969E4
CFAP300,85016,Q9BRQ4
SMIM3,85027,Q9BZL3
H2BC12,85236,O60814
ATCAY,85300,Q86WG3
COL27A1,85301,Q8IZC6
PAQR8,85315,Q8TEZ7
SHISAL1,85352,Q3SXP7
SYDE1,85360,Q6ZW31
TRIM5,85363,Q9C035
KIAA1671,85379,Q9BY89
NKD1,85407,Q969G9
NKD2,85409,Q969F2
SLC45A3,85414,Q96JT2
RHPN2,85415,Q8IUC4
ZIC5,85416,Q96T25
STON2,85439,Q8WXE9
HELZ2,85441,Q9BYK8
ITPRIP,85450,Q8IWB1
TSPYL5,85453,Q86VY4
DIXDC1,85458,Q155Q3
ZNF518B,85460,Q9C0D4
TANC1,85461,Q9C0D5
FHDC1,85462,Q9C0D6
ZC3H12C,85463,Q9C0D7
SCIN,85477,Q9Y6U3
NAV3,89795,Q8IVL0
NAV1,89796,Q8NEY1
NAV2,89797,Q8IVL1
FGD3,89846,Q5JSP0
FCHSD1,89848,Q86WN1
ATG16L2,89849,Q8NAA4
MVB12B,89853,Q9H7P6
KLHL6,89857,Q8WZ60
TRIM15,89870,Q9C019
BMERB1,89927,Q96MC5
PAPLN,89932,O95428
GLB1L2,89944,Q8IW92
SYT8,90019,Q8NBV8
CCDC120,90060,Q96HB5
PHLDB2,90102,Q86SQ0
VWA5B2,90113,Q8N398
BTBD6,90135,Q96KE9
TSPAN18,90139,Q96SJ8
HS6ST2,90161,Q96MM7
SNX21,90203,Q969T3
UCN2,90226,Q96RP3
UNC5A,90249,Q6ZN44
CEACAM21,90273,Q3KPI0
KLHL13,90293,Q9P2N7
FAM110B,90362,Q8TC76
BMF,90427,Q96LC9
SHF,90525,Q7M4L6
CCDC74A,90557,Q96AQ1
ZNF439,90594,Q8NDP4
STARD13,90627,Q9Y3M8
N4BP2L1,90634,Q5TBK1
ZNF486,90649,Q96H40
SEC11C,90701,Q9BY50
PAGE5,90737,Q96GU1
TCEAL8,90843,Q8IYN2
SPOCD1,90853,Q6ZMY3
IL33,90865,O95760
ZNF697,90874,Q5TEC3
ESAM,90952,Q96AP7
CREB3L1,90993,Q96BA8
FMNL3,91010,Q8IVF7
CCDC149,91050,Q6ZUS6
TRIM47,91107,Q96LD4
ZNF682,91120,O95780
IGFN1,91156,Q86VF2
SCARF2,91179,Q96GP6
DERL3,91319,Q96Q80
DDX60L,91351,Q5H9U9
UAP1L1,91373,Q3KQV9
SESTD1,91404,Q86VW0
CCDC74B,91409,Q96LY2
PKDCC,91461,Q504Y2
PCED1B,91523,Q96HM7
ANKRD44,91526,Q8N8A2
RSAD2,91543,Q8WXG1
SLFN11,91607,Q7Z7L1
RASL10B,91608,Q96S79
DEPDC7,91614,Q96QD5
NEXN,91624,Q0ZGT2
BOC,91653,Q9BWV1
MYADM,91663,Q96S97
SYT12,91683,Q8IV01
LONRF1,91694,Q17RB8
ZNF804A,91752,Q7Z570
CABLES1,91768,Q8TDN4
NXPE3,91775,Q969Y0
CHRDL1,91851,Q9BU40
CALML4,91860,Q96GE6
MARVELD3,91862,Q96A59
C11orf52,91894,Q96A22
ARRDC4,91947,Q8NCT1
ZNF300,91975,Q96RE9
ZC3HAV1L,92092,Q96H79
DSEL,92126,Q8IZU8
MTSS2,92154,Q765P7
DAPL1,92196,A0PJW8
CDHR1,92211,Q96JP9
RCSD1,92241,Q6JBY9
CAPN13,92291,Q6MZZ7
MEX3A,92312,A1L020
CRB3,92359,Q9BUF7
PXYLP1,92370,Q8TE99
CHMP4C,92421,Q96CF2
SPECC1,92521,Q5M775
BICDL1,92558,Q6ZP65
FAM114A1,92689,Q8IWE2
DNER,92737,Q8NFT8
SLC38A5,92745,Q8WUX1
BPIFB1,92747,Q8TDL5
H2AC25,92815,Q7L7L0
REEP6,92840,Q96HR9
ADAMTSL1,92949,Q8N6G6
B3GNT7,93010,Q8NFL0
DMKN,93099,Q6E0U4
NAPRT,93100,Q6XQN6
ORAI3,93129,Q9BRQ5
OLFM2,93145,O95897
LEMD1,93273,Q68G75
SP140L,93349,Q9H930
SDR42E1,93517,Q8WUS8
CACNA2D4,93589,Q7Z3S7
FBXO44,93611,Q9H4M3
CGB5,93659,P0DN86
ARHGAP18,93663,Q8N392
CADPS2,93664,Q86UW7
TTYH2,94015,Q9BSA4
MUC16,94025,Q8WXI7
LRRC4B,94030,Q9NT99
HTRA3,94031,P83110
CAMK2N2,94032,Q96S95
CGB8,94115,P0DN86
SYTL3,94120,Q4VX76
SYTL4,94121,Q96C24
SYTL5,94122,Q8TDW5
FOXQ1,94234,Q9C009
EPSTI1,94240,Q96J88
TP53INP1,94241,Q96A56
PPP1R14A,94274,Q96A00
EGLN3,112399,Q9H6Z9
CAVIN3,112464,Q969G5
PRRT2,112476,Q7Z6L0
CMTM7,112616,Q96FZ5
GLMP,112770,Q8WWB7
PHF21B,112885,Q96EK2
PLCD3,113026,Q8N3E9
AHNAK2,113146,Q8IVF2
KIF12,113220,Q96FN5
MISP3,113230,Q96FF7
SLC46A1,113235,Q96NT5
GLCCI1,113263,Q86VQ1
SLC52A3,113278,Q9NQ40
TMEM54,113452,Q969K7
ADPRHL1,113622,Q8NDY3
SDSL,113675,Q96GA7
PIK3IP1,113791,Q96FE7
HENMT1,113802,Q5T8I9
FAM83F,113828,Q8NEG4
ZNF257,113835,Q9Y2Q1
TRIM9,114088,Q9C026
MAL2,114569,Q969L2
CYGB,114757,Q8WWM9
CARD16,114769,Q5EG05
GPRIN1,114787,Q7Z2K8
FMNL2,114793,Q96PY5
ELFN2,114794,Q5R3F8
TMEM200A,114801,Q86VY9
RNF157,114804,Q96PX1
GALNT13,114805,Q8IUC8
KLHL29,114818,Q96CT2
RHPN1,114822,Q8TCX5
SLAMF6,114836,Q96DU3
OSBPL1A,114876,Q9BXW6
OSBPL5,114879,Q9H0X9
OSBPL6,114880,Q9BZF3
OSBPL10,114884,Q9BXB5
C1QTNF1,114897,Q9BXJ1
C1QTNF3,114899,Q9BXJ4
C1QTNF6,114904,Q9BXI9
FBXO32,114907,Q969P5
GPRASP2,114928,Q96D09
VASN,114990,Q6EMK4
ZNF618,114991,Q5T7W0
CGAS,115004,Q8N884
MARCHF3,115123,Q86UD3
KCTD12,115207,Q96CX2
DDIT4L,115265,Q96D03
FBXO17,115290,Q96EF6
GBP4,115361,Q96PP9
GBP5,115362,Q96PP8
ARHGEF25,115557,Q86VW2
TENT5B,115572,Q96A09
ALPK2,115701,Q86TB3
ARHGAP33,115703,O14559
C12orf56,115749,Q8IXR9
ARL11,115761,Q969Q4
RAB3C,115827,Q96E17
CTHRC1,115908,Q96CG8
OSR2,116039,Q8N2R0
FAM210B,116151,Q96KR6
PHACTR3,116154,Q96KR7
TM4SF19,116211,Q96DZ7
TLCD1,116238,Q96CP7
RBP7,116362,Q96R05
LYPD1,116372,Q8N2G4
TM4SF18,116441,Q96CE8
RAB39B,116442,Q96DA2
NIBAN1,116496,Q9BZQ8
RPL39L,116832,Q96EH5
SLC18B1,116843,Q6NT16
LRG1,116844,P02750
ARAP2,116984,Q8WZ64
AGAP2,116986,Q99490
AGAP1,116987,Q9UPQ3
CATSPER1,117144,Q8NEC5
THEM4,117145,Q5T1C6
RAB3IP,117177,Q96QF0
SLC16A10,117247,Q8TF71
TAGAP,117289,Q8N103
TWIST2,117581,Q8WVJ9
TRIM6,117854,Q9C030
ANTXR2,118429,P58335
MUCL1,118430,Q96DR8
PRAP1,118471,Q96NZ9
ZNF488,118738,Q96MN9
PIK3AP1,118788,Q6ZUJ8
MORN4,118812,Q8NDC4
ANKRD22,118932,Q5VYY1
GSTO2,119391,Q9H4Y5
CLRN3,119467,Q8NCR9
IFTAP,119710,Q86VG3
LARGE2,120071,Q8N3Y3
SLC36A4,120103,Q6YBV0
TMEM45B,120224,Q96B21
POU2AF3,120376,A8K830
TMEM52B,120939,Q4KMG9
LRIG3,121227,Q6UXM1
GTSF1,121355,Q8WW33
IKBIP,121457,Q70UQ0
ERP27,121506,Q96DN0
FGD4,121512,Q96M96
ABTB3,121551,A6QL63
SLAIN1,122060,Q8ND83
PLD4,122618,Q96BZ4
ADSS1,122622,Q8N142
FRMD6,122786,Q96NE9
JDP2,122953,Q8WYK2
ACOT4,122970,Q8N9L9
TC2N,123036,Q8N9U0
SLC25A29,123096,Q8N8R3
DEGS2,123099,Q6QHC5
CMTM3,123920,Q96MX0
ZG16B,124220,Q96DA0
CDYL2,124359,Q8N8U2
SNX20,124460,Q7Z614
MSI2,124540,Q96DH6
SEZ6,124925,Q53EL9
SLC43A2,124935,Q8N370
GGT6,124975,Q6P531
SPNS2,124976,Q8IVW8
TBC1D16,125058,Q8TBP0
TTC39C,125488,Q8N584
CPT1C,126129,Q8TCG5
MFSD12,126321,Q6NUT3
MISP,126353,Q8IVT2
WTIP,126374,A6NIX2
HSPB6,126393,O14558
RINL,126432,Q6ZS11
FBXO27,126433,Q8NI29
ANKLE1,126549,Q8NAG6
KDF1,126695,Q8NAX2
KLHDC9,126823,Q8NEP7
IFFO2,126917,Q5TF58
SLC44A3,126969,Q8N4M1
LYPLAL1,127018,Q5VWZ2
GJB4,127534,Q9NTQ9
DNAH14,127602,Q0VDD8
GOLT1A,127845,Q6ZVE7
LIX1L,128077,Q8IVB5
TMEM125,128218,Q96AQ2
ARHGEF19,128272,Q8IW93
NKAIN4,128414,Q8IVV8
VSTM2L,128434,Q96N03
TSHZ2,128553,Q9NRE2
EMID1,129080,Q96A84
TRABD2A,129293,Q86V40
CMPK2,129607,Q5EBM0
MBOAT2,129642,Q6ZWT7
FBLN7,129804,Q53RD9
PLEKHH2,130271,Q8IVE3
AP1S3,130340,Q96PC3
SGPP2,130367,Q8IWX5
LYPD6,130574,Q86Y78
LYPD6B,130576,Q8NI32
GALM,130589,Q96C23
TMEM198,130612,Q66K66
FAM131A,131408,Q6UXB0
DCBLD2,131566,Q96PD2
FAM43A,131583,Q8N2R8
IL17RE,132014,Q8NFR9
GLYCTK,132158,Q8IVS8
OCIAD2,132299,Q56VL3
CPEB2,132864,Q7Z5Q1
SLC9B2,133308,Q86UD5
IL31RA,133396,Q8NI17
EMB,133418,Q6PCB8
EGFLAM,133584,Q63HQ2
CMBL,134147,Q96DG6
AFAP1L1,134265,Q8TED9
TMEM171,134285,Q8WVE6
STARD4,134429,Q96DR4
SHROOM1,134549,Q2M3G4
RIPPLY2,134701,Q5TAB7
NCOA7,135112,Q8NI08
CD109,135228,Q6YHK3
PM20D2,135293,Q8IYS1
SRSF12,135295,Q8WXF0
C6orf141,135398,Q5SZD1
TMEM139,135932,Q8IV31
COL26A1,136227,Q96A83
CLDN23,137075,Q96B33
CIBAR1,137392,A1XBS5
TMEM71,137835,Q6P5X7
LETM2,137994,Q2VYF4
NACC2,138151,Q96BF6
DIPK1B,138311,Q5VUD6
DOCK11,139818,Q5JSL3
ASB9,140462,Q96DX5
ZNF358,140467,Q9NW07
S100A16,140576,Q96FQ6
SELENOM,140606,Q8WWX9
ZFP28,140612,Q8NHY6
NOL4L,140688,Q96MY1
MTCL2,140710,O94964
RIMS4,140730,Q9H426
MACROD2,140733,A1Z1Q3
TMEM37,140738,Q8WXS4
NRSN1,140767,Q8IZ57
SRXN1,140809,Q9BYN0
RIPOR3,140876,Q96MK2
SIRPA,140885,P78324
MPP7,143098,Q5T2T1
LDLRAD3,143458,Q86YD5
MUC15,143662,Q8N387
SESN3,143686,P58005
ARHGAP42,143872,A6NI28
POGLUT3,143888,Q7Z4H8
LAYN,143903,Q6UX15
PLEKHA7,144100,Q6IQ23
PRICKLE1,144165,Q96MT3
RFLNA,144347,Q6ZTI6
CPNE8,144402,Q86YQ8
CFAP251,144406,Q8TBY9
BEST3,144453,Q8N1M1
KRT80,144501,Q6KB66
MIPOL1,145282,Q8TD10
TTC7B,145567,Q86TV6
FAM81A,145773,Q8TBF8
HAPLN3,145864,Q96S86
NRG4,145957,Q8WWG1
CARMIL2,146206,Q6F5E8
CMTM4,146223,Q8IZR5
FBXL16,146330,Q8N461
BICDL2,146439,A1A5D9
MGAT5B,146664,Q3V5L5
SLFN13,146857,Q68D06
NOTUM,147111,Q6P988
TMC8,147138,Q8IU68
CCBE1,147372,Q6UXH8
CBLN2,147381,Q8IUK8
ANKRD29,147463,Q8N6D5
APCDD1,147495,Q8J025
SPACA6,147650,W5XKT8
ZNF418,147686,Q8TF45
KLC3,147700,Q6P597
TMC4,147798,Q7Z404
DACT3,147906,Q96B18
IGFL2,147920,Q6UWQ7
CAPN12,147968,Q6ZSI9
ZNF558,148156,Q96NG5
CDC42EP5,148170,Q6NZY7
ZNF738,148203,Q8NE65
ZNF714,148206,Q96N38
ATP8B3,148229,O60423
DIRAS1,148252,O95057
ZNF569,148266,Q5MCW4
SAMD11,148398,Q96NU1
CIART,148523,Q8N365
TLCD4,148534,Q96MV1
CNIH3,149111,Q8TBE1
MANEAL,149175,Q5VSG8
FAM78B,149297,Q5VT40
SHISA4,149345,Q96DD7
C1orf210,149466,Q8IVY1
BTBD19,149478,C9JJ37
SIK1,150094,P57059
MEI1,150365,Q5TIA1
PHETA2,150368,Q6ICB4
C2orf15,150590,Q8WU43
PROM2,150696,Q8N271
FBXO41,150726,Q8TF61
GPAT2,150763,Q6NUI2
ITPRIPL1,150771,Q6GPH6
GAREM2,150946,Q75VX8
SEPTIN10,151011,Q9P0V9
ERFE,151176,Q4G0M1
KLHL23,151230,Q8NBE8
PPP1R1C,151242,Q8WVI7
FAHD2B,151313,Q6P2I3
LRATD1,151354,Q96KN4
SLC16A14,151473,Q7RTX9
MSL3B,151507,P0C860
DTX3L,151636,Q8TDB6
LRRC34,151827,Q8IZ02
CCDC80,151887,Q76M96
MB21D2,151963,Q8IYB1
GLIPR2,152007,Q9H4G4
ROPN1B,152015,Q9BZX4
CCDC50,152137,Q8IVM0
CMTM8,152189,Q8IZV2
IGSF11,152404,Q5DX21
NIPAL1,152519,Q6NVV3
SHISA3,152573,A0PJX4
ZNF595,152687,Q8IYB9
PPM1K,152926,Q8N3J5
RASGEF1B,153020,Q0VAM2
DAB2IP,153090,Q5VWQ8
PLEKHG4B,153478,Q96PX9
MARVELD2,153562,Q8N4S9
IRX2,153572,Q9BZI1
BTNL9,153579,Q6UXG8
PRELID2,153768,Q8N945
SH3RF2,153769,Q8TEC5
CNKSR3,154043,Q6P9H4
SLC2A12,154091,Q8TD20
MBOAT1,154141,Q6ZNC8
RNF217,154214,Q8TC41
AMOT,154796,Q4VCS5
AMOTL1,154810,Q8IY63
ATP6V0E2,155066,Q8NHE4
METTL27,155368,Q8N6F8
AGR3,155465,Q8TD06
PRAG1,157285,Q86YV5
RDH10,157506,Q8IZV5
LRATD2,157638,Q96KN1
TDRP,157695,Q86YL5
RASEF,158158,Q8IZ41
PRUNE2,158471,Q8WUY3
CSAG1,158511,Q6PB30
FAAH2,158584,Q6GMR7
TMTC2,160335,Q8N394
ALDH1L2,160428,Q3SY69
TAMALIN,160622,Q7Z6J2
TMEM229B,161145,Q8NBD8
SYNE3,161176,Q6ZMZ3
TMEM30B,161291,Q3MIR4
EML5,161436,Q05BV3
SPRED1,161742,Q7Z699
ITPRIPL2,162073,Q3MIP1
SLFN5,162394,Q08AF3
TMEM92,162461,Q6UXU6
ZNF610,162963,Q8N9Z0
ZNF320,162967,A2RRD8
ZNF114,163071,Q8NC26
SYNE4,163183,Q8N205
IFNLR1,163702,Q8IU57
CITED4,163732,Q96RK1
PAQR7,164091,Q86WK9
APCDD1L,164284,Q8NCL9
LRRN4,164312,Q8WUT4
LONRF2,164832,Q1L5Z9
FAM171B,165215,Q6P995
PARP15,165631,Q460N3
SPTSSB,165679,Q8NFR3
PRICKLE2,166336,Q7Z3G6
DCLK2,166614,Q8N568
ADGRA3,166647,Q8IWK6
RASSF6,166824,Q6ZTQ3
SGMS2,166929,Q8NHU3
UGT3A2,167127,Q3SY77
PRSS35,167681,Q8N3Z0
CCDC71L,168455,Q8N9Z2
ZNF467,168544,Q7Z7K2
BHLHA15,168620,Q7RTS1
BMPER,168667,Q8N8U9
COL22A1,169044,Q8NFW1
TMEM64,169200,Q6YI46
OLFML2A,169611,Q68BL7
GLIS3,169792,Q8NEA6
ZNF883,169834,P0CG24
SPIN3,169981,Q5JUX0
TMEM273,170371,Q5T292
PWWP2B,170394,Q6NUJ5
ADAMTS15,170689,Q8TE58
COX7B2,170712,Q8TF08
PPP1R18,170954,Q6NYC8
RHOV,171177,Q96L33
SCAMP5,192683,Q8TAC9
SDR16C5,195814,Q8N3Y7
PLPP4,196051,Q5VZY2
MPZL3,196264,Q6UWV2
RILPL2,196383,Q969X0
DTX3,196403,Q8N9I9
TMT1B,196410,Q6UX53
PIANP,196500,Q8IYJ0
FAM24B,196792,Q8N5W8
GRAMD2A,196996,Q8IUY3
MLKL,197259,Q8NB16
DZIP1L,199221,Q8IYY4
ZNF585A,199704,Q6P3V2
CADM4,199731,Q8NFZ8
ZNF626,199777,Q68DY1
NIBAN3,199786,Q86XR2
CREG2,200407,Q8IUH2
KRTCAP3,200634,Q53RY4
LIPH,200879,Q8WWY8
RPL22L1,200916,Q6P5R6
KLHDC8B,200942,Q8IXV7
MUC20,200958,Q8N307
CEP112,201134,Q8N8E3
CENPV,201161,Q7Z7K6
ARHGAP27,201176,Q6ZUM4
SAMD14,201191,Q8IZD0
UNC13D,201294,Q70J99
SPNS3,201305,Q6ZMD2
SLC10A4,201780,Q96EP9
TMEM154,201799,Q6P9G4
SMIM14,201895,Q96QK8
STK32A,202374,Q8WU08
TMEM184A,202915,Q6ZMB5
ERICH5,203111,Q6P6B1
SUSD3,203328,Q96L08
CT83,203413,Q5H943
SLC25A43,203427,Q8WUT9
INTS6L,203522,Q5JSJ4
PAGE2,203569,Q7Z2X7
ANO5,203859,Q75V66
SLC44A5,204962,Q8NCS7
MTLN,205251,Q8NCU8
TRIML2,205860,Q8N7C3
SAMD9L,219285,Q8IVG5
ZCCHC24,219654,Q8N2G6
UNC5B,219699,Q8IZJ1
FAM241B,219738,Q96D05
RTKN2,219790,Q8IZC4
SLC37A2,219855,Q8TED4
TLCD5,219902,Q6ZRR5
VWCE,220001,Q96DN2
OTUD1,220213,Q5VV17
OAF,220323,Q86UD1
SLC16A9,220963,Q7RTY1
RASGEF1A,221002,Q8N9B8
FAM171A1,221061,Q5VUB5
ALKBH3,221120,Q96Q83
SPATA13,221178,Q96N96
CPNE2,221184,Q96FN4
ADGRG5,221188,Q8IZF4
BEND6,221336,Q5SZJ8
ADGRF4,221393,Q8IZF3
ADGRF5,221395,Q8IZF2
FGD2,221472,Q7Z6J4
RBM24,221662,Q9BX46
RNF182,221687,Q8N6D2
PHACTR1,221692,Q9C0D0
PXDC1,221749,Q5TGL8
VWDE,221806,Q8N2E2
JAZF1,221895,Q86VZ6
GPC2,221914,Q8N158
SDK1,221935,Q7Z5N4
MTURN,222166,Q8N3F0
PRR15,222171,Q8IV56
ELAPOR2,222223,A8MWY0
CDHR3,222256,Q6ZTQ4
BEND7,222389,Q8N7W2
FAM83B,222584,Q5T0W9
SLC29A4,222962,Q7RTT9
SEMA3D,223117,O95025
MAPK15,225689,Q8TD08
CTAG1A,246100,P78358
STAC3,246329,Q96MF2
SPESP1,246777,Q6UW49
FNDC5,252995,Q8NAU1
HEPACAM2,253012,A8MVW5
EPHX4,253152,Q8IUS5
ZBTB38,253461,Q8NAP3
ANKRD18A,253650,Q8IVF6
EBF3,253738,Q9H4W6
CERS6,253782,Q6ZMG9
MSRB3,253827,Q8IXL7
ASPHD1,253982,Q5U4P2
EHBP1L1,254102,Q8N3D4
CNIH2,254263,Q6PI25
PHYHD1,254295,Q5SRE7
PROSER2,254427,Q86WR7
MEIOB,254528,Q8N635
ZDHHC23,254887,Q8IYP9
MCOLN2,255231,Q8IZK6
EPGN,255324,Q6UW88
RNF144B,255488,Q7Z419
PCSK9,255738,Q8NBP7
NPNT,255743,Q6UXI9
SYT14,255928,Q8NB59
STEAP1B,256227,Q6NZ63
NUDT14,256281,O95848
ST6GALNAC3,256435,Q8NDV1
LYSMD2,256586,Q8IV50
MAMDC2,256691,Q7Z304
MAP7D2,256714,Q96T17
WDR72,256764,Q3MJ13
SERINC5,256987,Q86VE9
TINCR,257000,A0A2R8Y7D0
FRMD3,257019,A2A2Y4
ARHGAP30,257106,Q7Z6I6
GCSAM,257144,Q8N6F7
NEGR1,257194,Q7Z3B1
SNX33,257364,Q8WV41
C2orf72,257407,A6NCS6
SVIP,258010,Q8NHG7
ALS2CL,259173,Q60I27
HSPA12A,259217,O43301
NALCN,259232,Q8IZF0
STEAP2,261729,Q8NFT2
MDGA1,266727,Q8NFP4
MAGEA2B,266740,P43356
NAP1L5,266812,Q96NT1
ADGRF1,266977,Q5T601
OR51B5,282763,Q9H339
FUOM,282969,A2VDF0
MKX,283078,Q8IYA7
BCL9L,283149,Q86UU0
PGM2L1,283209,Q6PCE3
KLHL35,283212,Q6PF15
CRACR2B,283229,Q8N4Y2
CCDC88B,283234,A6NC98
RCOR2,283248,Q8IZ40
CD163L1,283316,Q9NR16
B4GALNT3,283358,Q6L9W6
SLC39A5,283375,Q6ZMH5
DPY19L2,283417,Q6NUT2
GAS2L3,283431,Q86XJ1
SLC46A3,283537,Q7Z3Q1
CEP170B,283638,Q9Y4F5
SLC24A5,283652,Q71RS6
PRTG,283659,Q2VWP7
CES4A,283848,Q5XG92
NPW,283869,Q8N729
C16orf54,283897,Q6UWD8
NUDT7,283927,P0C024
HID1,283987,Q8IV36
MILR1,284021,Q7Z6M3
FAM171A2,284069,A8MVW0
MEIOC,284071,A2RUB1
CAVIN1,284119,Q6NZI2
SLC26A11,284129,Q86WA9
METRNL,284207,Q641Q3
LAMA1,284217,P25391
KCTD1,284252,Q719H9
HMSD,284293,A8MTL9
ZIK1,284307,Q3SY52
TMEM145,284339,Q8NBT3
CXCL17,284340,Q6UXB2
EMC10,284361,Q5UCC4
ZFP82,284406,Q8N141
SMIM24,284422,O75264
ZNF493,284443,Q6ZR52
NBPF15,284565,Q8N660
EEIG2,284611,Q5T8I3
IAH1,285148,Q2TAA2
SLC9A9,285195,Q8IVB4
TPRG1,285386,Q6ZUI0
CYP4V2,285440,Q6ZWL3
DOK7,285489,Q18PE1
RNF212,285498,Q495C1
GPRIN3,285513,Q6ZVF9
SH3PXD2B,285590,A1X283
RGMB,285704,Q6NW40
